Filter,N,FPR_Target,Workload,NegShare,LoadFactor,Threads,FPBits,Insert_s,Query_s,FalsePosRate,BPE
cuckoo,5000000,0.001,balanced,0.5,1,4,8,0.243236,0.299041,0.0096676,16
cuckoo,5000000,0.001,balanced,0.5,1,4,12,0.210213,0.376438,0.0096784,16
cuckoo,5000000,0.001,balanced,0.5,1,4,16,0.272038,0.335164,0.0096676,16
cuckoo,5000000,0.001,balanced,0.5,1,8,8,0.214239,0.313937,0.0096732,16
cuckoo,5000000,0.001,balanced,0.5,1,8,12,0.218131,0.313762,0.0096736,16
cuckoo,5000000,0.001,balanced,0.5,1,8,16,0.219454,0.310586,0.0096768,16
cuckoo,5000000,0.001,balanced,0.9,1,1,8,0.211872,0.292612,0.0173976,16
cuckoo,5000000,0.001,balanced,0.9,1,1,12,0.216487,0.293989,0.0174032,16
cuckoo,5000000,0.001,balanced,0.9,1,1,16,0.210806,0.307343,0.0173804,16
cuckoo,5000000,0.001,balanced,0.9,1,2,8,0.2098,0.285131,0.0173928,16
cuckoo,5000000,0.001,balanced,0.9,1,2,12,0.204346,0.301787,0.0173844,16
cuckoo,5000000,0.001,balanced,0.9,1,2,16,0.252713,0.41973,0.0173972,16
cuckoo,5000000,0.001,balanced,0.9,1,4,8,0.281759,0.343339,0.017382,16
cuckoo,5000000,0.001,balanced,0.9,1,4,12,0.225063,0.316926,0.0173968,16
cuckoo,5000000,0.001,balanced,0.9,1,4,16,0.23322,0.329209,0.0174008,16
cuckoo,5000000,0.001,balanced,0.9,1,8,8,0.23118,0.309436,0.0174032,16
cuckoo,5000000,0.001,balanced,0.9,1,8,12,0.227649,0.315865,0.017384,16
cuckoo,5000000,0.001,balanced,0.9,1,8,16,0.229536,0.318733,0.0173976,16
bloom,10000000,0.05,read-only,0,1,1,8,0.456229,0.775611,0,6.22358
bloom,10000000,0.05,read-only,0,1,1,12,0.448642,0.489862,0,6.22358
bloom,10000000,0.05,read-only,0,1,1,16,0.44684,0.396833,0,6.22358
bloom,10000000,0.05,read-only,0,1,2,8,0.544993,0.552583,0,6.22358
bloom,10000000,0.05,read-only,0,1,2,12,0.516876,0.475221,0,6.22358
bloom,10000000,0.05,read-only,0,1,2,16,0.384094,0.393791,0,6.22358
bloom,10000000,0.05,read-only,0,1,4,8,0.39644,0.440011,0,6.22358
bloom,10000000,0.05,read-only,0,1,4,12,0.409016,0.421777,0,6.22358
bloom,10000000,0.05,read-only,0,1,4,16,0.404308,0.397958,0,6.22358
bloom,10000000,0.05,read-only,0,1,8,8,0.372414,0.447918,0,6.22358
bloom,10000000,0.05,read-only,0,1,8,12,0.398574,0.418524,0,6.22358
bloom,10000000,0.05,read-only,0,1,8,16,0.442144,0.412567,0,6.22358
bloom,10000000,0.05,read-only,0.5,1,1,8,0.459735,0.411729,0.0252845,6.22358
bloom,10000000,0.05,read-only,0.5,1,1,12,0.430632,0.434002,0.0252845,6.22358
bloom,10000000,0.05,read-only,0.5,1,1,16,0.406203,0.407919,0.0252845,6.22358
bloom,10000000,0.05,read-only,0.5,1,2,8,0.403264,0.438969,0.0252845,6.22358
bloom,10000000,0.05,read-only,0.5,1,2,12,0.370197,0.488498,0.0252845,6.22358
bloom,10000000,0.05,read-only,0.5,1,2,16,0.449256,0.443436,0.0252845,6.22358
bloom,10000000,0.05,read-only,0.5,1,4,8,0.388849,0.451851,0.0252845,6.22358
bloom,10000000,0.05,read-only,0.5,1,4,12,0.434293,0.549564,0.0252845,6.22358
bloom,10000000,0.05,read-only,0.5,1,4,16,0.404224,0.41868,0.0252845,6.22358
bloom,10000000,0.05,read-only,0.5,1,8,8,0.403788,0.41657,0.0252845,6.22358
bloom,10000000,0.05,read-only,0.5,1,8,12,0.422923,0.418637,0.0252845,6.22358
bloom,10000000,0.05,read-only,0.5,1,8,16,0.414397,0.460611,0.0252845,6.22358
bloom,10000000,0.05,read-only,0.9,1,1,8,0.380675,0.40926,0.0454397,6.22358
bloom,10000000,0.05,read-only,0.9,1,1,12,0.400233,0.395405,0.0454397,6.22358
bloom,10000000,0.05,read-only,0.9,1,1,16,0.410609,0.400177,0.0454397,6.22358
bloom,10000000,0.05,read-only,0.9,1,2,8,0.377504,0.385119,0.0454397,6.22358
bloom,10000000,0.05,read-only,0.9,1,2,12,0.363084,0.400392,0.0454397,6.22358
bloom,10000000,0.05,read-only,0.9,1,2,16,0.353162,0.392258,0.0454397,6.22358
bloom,10000000,0.05,read-only,0.9,1,4,8,0.393628,0.4696,0.0454397,6.22358
bloom,10000000,0.05,read-only,0.9,1,4,12,0.428461,0.412674,0.0454397,6.22358
bloom,10000000,0.05,read-only,0.9,1,4,16,0.445398,0.465563,0.0454397,6.22358
bloom,10000000,0.05,read-only,0.9,1,8,8,0.461525,0.4552,0.0454397,6.22358
bloom,10000000,0.05,read-only,0.9,1,8,12,0.445394,0.41571,0.0454397,6.22358
bloom,10000000,0.05,read-only,0.9,1,8,16,0.44763,0.621478,0.0454397,6.22358
cuckoo,10000000,0.05,read-only,0,1,1,8,0.54588,0.641576,0,16
cuckoo,10000000,0.05,read-only,0,1,1,12,0.573388,0.547604,0,16
cuckoo,10000000,0.05,read-only,0,1,1,16,0.545265,0.530098,0,16
cuckoo,10000000,0.05,read-only,0,1,2,8,0.548999,0.538114,0,16
cuckoo,10000000,0.05,read-only,0,1,2,12,0.550054,0.537834,0,16
cuckoo,10000000,0.05,read-only,0,1,2,16,0.547725,0.528399,0,16
cuckoo,10000000,0.05,read-only,0,1,4,8,0.545589,0.571454,0,16
cuckoo,10000000,0.05,read-only,0,1,4,12,0.623636,0.576703,0,16
cuckoo,10000000,0.05,read-only,0,1,4,16,0.59655,0.57184,0,16
cuckoo,10000000,0.05,read-only,0,1,8,8,0.544792,0.548521,0,16
cuckoo,10000000,0.05,read-only,0,1,8,12,0.575189,0.565679,0,16
cuckoo,10000000,0.05,read-only,0,1,8,16,0.560405,0.570435,0,16
cuckoo,10000000,0.05,read-only,0.5,1,1,8,0.542847,0.528599,0.0097392,16
cuckoo,10000000,0.05,read-only,0.5,1,1,12,0.544777,0.616534,0.0097401,16
cuckoo,10000000,0.05,read-only,0.5,1,1,16,0.577905,0.55305,0.0097381,16
cuckoo,10000000,0.05,read-only,0.5,1,2,8,0.563745,0.595258,0.0097383,16
cuckoo,10000000,0.05,read-only,0.5,1,2,12,0.656853,0.691542,0.009739,16
cuckoo,10000000,0.05,read-only,0.5,1,2,16,0.57317,0.600763,0.0097383,16
cuckoo,10000000,0.05,read-only,0.5,1,4,8,0.592609,0.547459,0.0097375,16
cuckoo,10000000,0.05,read-only,0.5,1,4,12,0.570216,0.677072,0.0097385,16
cuckoo,10000000,0.05,read-only,0.5,1,4,16,0.607647,0.600237,0.009738,16
cuckoo,10000000,0.05,read-only,0.5,1,8,8,0.697344,0.606828,0.0097393,16
cuckoo,10000000,0.05,read-only,0.5,1,8,12,0.545462,0.532744,0.0097369,16
cuckoo,10000000,0.05,read-only,0.5,1,8,16,0.561315,0.557085,0.0097366,16
cuckoo,10000000,0.05,read-only,0.9,1,1,8,0.589617,0.531848,0.0174636,16
cuckoo,10000000,0.05,read-only,0.9,1,1,12,0.587038,0.569346,0.0174625,16
cuckoo,10000000,0.05,read-only,0.9,1,1,16,0.598107,0.57428,0.0174641,16
cuckoo,10000000,0.05,read-only,0.9,1,2,8,0.572501,0.57371,0.0174626,16
cuckoo,10000000,0.05,read-only,0.9,1,2,12,0.569686,0.527924,0.0174627,16
cuckoo,10000000,0.05,read-only,0.9,1,2,16,0.592564,0.562473,0.0174608,16
cuckoo,10000000,0.05,read-only,0.9,1,4,8,0.588325,0.522324,0.0174606,16
cuckoo,10000000,0.05,read-only,0.9,1,4,12,0.544105,0.532476,0.0174637,16
cuckoo,10000000,0.05,read-only,0.9,1,4,16,0.537037,0.50799,0.0174627,16
cuckoo,10000000,0.05,read-only,0.9,1,8,8,0.550034,0.503055,0.0174621,16
cuckoo,10000000,0.05,read-only,0.9,1,8,12,0.553067,0.551757,0.0174638,16
cuckoo,10000000,0.05,read-only,0.9,1,8,16,0.604063,0.540942,0.0174612,16
cuckoo,10000000,0.05,read-mostly,0,1,1,8,0.697431,0.621031,0,16
cuckoo,10000000,0.05,read-mostly,0,1,1,12,0.62734,0.713294,0,16
cuckoo,10000000,0.05,read-mostly,0,1,1,16,0.58218,0.627314,0,16
cuckoo,10000000,0.05,read-mostly,0,1,2,8,0.613626,0.586124,0,16
cuckoo,10000000,0.05,read-mostly,0,1,2,12,0.597569,0.601262,0,16
cuckoo,10000000,0.05,read-mostly,0,1,2,16,0.542896,0.563453,0,16
cuckoo,10000000,0.05,read-mostly,0,1,4,8,0.54208,0.577715,0,16
cuckoo,10000000,0.05,read-mostly,0,1,4,12,0.570876,0.581179,0,16
cuckoo,10000000,0.05,read-mostly,0,1,4,16,0.562697,0.567584,0,16
cuckoo,10000000,0.05,read-mostly,0,1,8,8,0.539381,0.56237,0,16
cuckoo,10000000,0.05,read-mostly,0,1,8,12,0.551967,0.559867,0,16
cuckoo,10000000,0.05,read-mostly,0,1,8,16,0.543104,0.562433,0,16
cuckoo,10000000,0.05,read-mostly,0.5,1,1,8,0.545659,0.556514,0.009634,16
cuckoo,10000000,0.05,read-mostly,0.5,1,1,12,0.538781,0.560541,0.00963179,16
cuckoo,10000000,0.05,read-mostly,0.5,1,1,16,0.553789,0.566127,0.00963368,16
cuckoo,10000000,0.05,read-mostly,0.5,1,2,8,0.551677,0.602308,0.00963126,16
cuckoo,10000000,0.05,read-mostly,0.5,1,2,12,0.580596,0.567923,0.00963105,16
cuckoo,10000000,0.05,read-mostly,0.5,1,2,16,0.537705,0.548761,0.009632,16
cuckoo,10000000,0.05,read-mostly,0.5,1,4,8,0.535435,0.545704,0.00963242,16
cuckoo,10000000,0.05,read-mostly,0.5,1,4,12,0.534089,0.559198,0.00963263,16
cuckoo,10000000,0.05,read-mostly,0.5,1,4,16,0.568904,0.570275,0.00963453,16
cuckoo,10000000,0.05,read-mostly,0.5,1,8,8,0.544162,0.563624,0.00963305,16
cuckoo,10000000,0.05,read-mostly,0.5,1,8,12,0.542269,0.555734,0.00963105,16
cuckoo,10000000,0.05,read-mostly,0.5,1,8,16,0.546964,0.558226,0.00963084,16
cuckoo,10000000,0.05,read-mostly,0.9,1,1,8,0.5448,0.553067,0.0173618,16
cuckoo,10000000,0.05,read-mostly,0.9,1,1,12,0.564613,0.541038,0.0173598,16
cuckoo,10000000,0.05,read-mostly,0.9,1,1,16,0.539908,0.532068,0.0173603,16
cuckoo,10000000,0.05,read-mostly,0.9,1,2,8,0.540131,0.534432,0.0173618,16
cuckoo,10000000,0.05,read-mostly,0.9,1,2,12,0.550612,0.535844,0.0173599,16
cuckoo,10000000,0.05,read-mostly,0.9,1,2,16,0.537913,0.541442,0.0173595,16
cuckoo,10000000,0.05,read-mostly,0.9,1,4,8,0.543188,0.535041,0.01736,16
cuckoo,10000000,0.05,read-mostly,0.9,1,4,12,0.541652,0.531961,0.0173623,16
cuckoo,10000000,0.05,read-mostly,0.9,1,4,16,0.543088,0.536307,0.0173619,16
cuckoo,10000000,0.05,read-mostly,0.9,1,8,8,0.544421,0.532398,0.0173593,16
cuckoo,10000000,0.05,read-mostly,0.9,1,8,12,0.572748,0.546653,0.0173603,16
cuckoo,10000000,0.05,read-mostly,0.9,1,8,16,0.544944,0.547407,0.0173607,16
cuckoo,10000000,0.05,balanced,0,1,1,8,0.540988,0.825709,0,16
cuckoo,10000000,0.05,balanced,0,1,1,12,0.546628,0.825023,0,16
cuckoo,10000000,0.05,balanced,0,1,1,16,0.542097,0.827971,0,16
cuckoo,10000000,0.05,balanced,0,1,2,8,0.53912,0.827177,0,16
cuckoo,10000000,0.05,balanced,0,1,2,12,0.544638,0.82644,0,16
cuckoo,10000000,0.05,balanced,0,1,2,16,0.544034,0.859177,0,16
cuckoo,10000000,0.05,balanced,0,1,4,8,0.536133,0.851628,0,16
cuckoo,10000000,0.05,balanced,0,1,4,12,0.543657,0.829718,0,16
cuckoo,10000000,0.05,balanced,0,1,4,16,0.539112,0.832686,0,16
cuckoo,10000000,0.05,balanced,0,1,8,8,0.540406,0.821856,0,16
cuckoo,10000000,0.05,balanced,0,1,8,12,0.544185,0.834509,0,16
cuckoo,10000000,0.05,balanced,0,1,8,16,0.543112,0.831823,0,16
cuckoo,10000000,0.05,balanced,0.5,1,1,8,0.53882,0.819955,0.0097134,16
cuckoo,10000000,0.05,balanced,0.5,1,1,12,0.563335,0.831065,0.0097174,16
cuckoo,10000000,0.05,balanced,0.5,1,1,16,0.540786,0.818878,0.0097098,16
cuckoo,10000000,0.05,balanced,0.5,1,2,8,0.539238,0.823323,0.0097178,16
cuckoo,10000000,0.05,balanced,0.5,1,2,12,0.542748,0.819348,0.009705,16
cuckoo,10000000,0.05,balanced,0.5,1,2,16,0.545089,0.829961,0.0097148,16
cuckoo,10000000,0.05,balanced,0.5,1,4,8,0.546831,0.821775,0.0097164,16
cuckoo,10000000,0.05,balanced,0.5,1,4,12,0.536676,0.825206,0.0097122,16
cuckoo,10000000,0.05,balanced,0.5,1,4,16,0.543503,0.846747,0.0097112,16
cuckoo,10000000,0.05,balanced,0.5,1,8,8,0.543129,0.825974,0.0097068,16
cuckoo,10000000,0.05,balanced,0.5,1,8,12,0.543557,0.818066,0.0097096,16
cuckoo,10000000,0.05,balanced,0.5,1,8,16,0.542696,0.829637,0.0097184,16
cuckoo,10000000,0.05,balanced,0.9,1,1,8,0.544971,0.798742,0.0174394,16
cuckoo,10000000,0.05,balanced,0.9,1,1,12,0.542086,0.799085,0.0174398,16
cuckoo,10000000,0.05,balanced,0.9,1,1,16,0.547436,0.796139,0.0174334,16
cuckoo,10000000,0.05,balanced,0.9,1,2,8,0.543782,0.836365,0.0174468,16
cuckoo,10000000,0.05,balanced,0.9,1,2,12,0.550546,0.82165,0.0174466,16
cuckoo,10000000,0.05,balanced,0.9,1,2,16,0.556867,0.839488,0.0174384,16
cuckoo,10000000,0.05,balanced,0.9,1,4,8,0.569737,0.796478,0.0174512,16
cuckoo,10000000,0.05,balanced,0.9,1,4,12,0.524657,0.805369,0.0174466,16
cuckoo,10000000,0.05,balanced,0.9,1,4,16,0.537093,0.800793,0.0174394,16
cuckoo,10000000,0.05,balanced,0.9,1,8,8,0.572289,0.840104,0.0174348,16
cuckoo,10000000,0.05,balanced,0.9,1,8,12,0.540122,0.805598,0.0174628,16
cuckoo,10000000,0.05,balanced,0.9,1,8,16,0.574877,0.814801,0.0174492,16
bloom,10000000,0.01,read-only,0,1,1,8,1.04792,1.01074,0,9.56716
bloom,10000000,0.01,read-only,0,1,1,12,1.01744,0.973858,0,9.56716
bloom,10000000,0.01,read-only,0,1,1,16,1.042,0.999193,0,9.56716
bloom,10000000,0.01,read-only,0,1,2,8,1.04649,0.972076,0,9.56716
bloom,10000000,0.01,read-only,0,1,2,12,1.04412,1.02282,0,9.56716
bloom,10000000,0.01,read-only,0,1,2,16,1.05299,0.99729,0,9.56716
bloom,10000000,0.01,read-only,0,1,4,8,0.997952,0.980604,0,9.56716
bloom,10000000,0.01,read-only,0,1,4,12,1.04587,0.993717,0,9.56716
bloom,10000000,0.01,read-only,0,1,4,16,1.02326,0.988411,0,9.56716
bloom,10000000,0.01,read-only,0,1,8,8,1.21285,1.10762,0,9.56716
bloom,10000000,0.01,read-only,0,1,8,12,1.0355,1.11718,0,9.56716
bloom,10000000,0.01,read-only,0,1,8,16,1.12059,0.987448,0,9.56716
bloom,10000000,0.01,read-only,0.5,1,1,8,1.12741,0.820973,0.0050741,9.56716
bloom,10000000,0.01,read-only,0.5,1,1,12,1.04594,0.800042,0.0050741,9.56716
bloom,10000000,0.01,read-only,0.5,1,1,16,1.05995,0.807,0.0050741,9.56716
bloom,10000000,0.01,read-only,0.5,1,2,8,1.04942,0.80755,0.0050741,9.56716
bloom,10000000,0.01,read-only,0.5,1,2,12,1.02455,0.779229,0.0050741,9.56716
bloom,10000000,0.01,read-only,0.5,1,2,16,1.03102,0.81208,0.0050741,9.56716
bloom,10000000,0.01,read-only,0.5,1,4,8,1.04052,0.800656,0.0050741,9.56716
bloom,10000000,0.01,read-only,0.5,1,4,12,1.00919,0.842233,0.0050741,9.56716
bloom,10000000,0.01,read-only,0.5,1,4,16,1.05928,0.842812,0.0050741,9.56716
bloom,10000000,0.01,read-only,0.5,1,8,8,1.042,0.77644,0.0050741,9.56716
bloom,10000000,0.01,read-only,0.5,1,8,12,1.05868,0.943294,0.0050741,9.56716
bloom,10000000,0.01,read-only,0.5,1,8,16,1.05833,0.806283,0.0050741,9.56716
bloom,10000000,0.01,read-only,0.9,1,1,8,1.05349,0.634426,0.0091504,9.56716
bloom,10000000,0.01,read-only,0.9,1,1,12,1.1196,0.70578,0.0091504,9.56716
bloom,10000000,0.01,read-only,0.9,1,1,16,1.03464,0.605997,0.0091504,9.56716
bloom,10000000,0.01,read-only,0.9,1,2,8,1.01718,0.638484,0.0091504,9.56716
bloom,10000000,0.01,read-only,0.9,1,2,12,1.15079,0.630515,0.0091504,9.56716
bloom,10000000,0.01,read-only,0.9,1,2,16,0.966,0.58316,0.0091504,9.56716
bloom,10000000,0.01,read-only,0.9,1,4,8,0.965867,0.6077,0.0091504,9.56716
bloom,10000000,0.01,read-only,0.9,1,4,12,1.16483,0.606022,0.0091504,9.56716
bloom,10000000,0.01,read-only,0.9,1,4,16,1.02248,0.623323,0.0091504,9.56716
bloom,10000000,0.01,read-only,0.9,1,8,8,1.05005,0.811987,0.0091504,9.56716
bloom,10000000,0.01,read-only,0.9,1,8,12,1.03637,0.628118,0.0091504,9.56716
bloom,10000000,0.01,read-only,0.9,1,8,16,1.04018,0.629355,0.0091504,9.56716
xor,10000000,0.01,read-only,0,1,1,8,0.0136705,0.452289,0,9.84
xor,10000000,0.01,read-only,0,1,1,12,0.0137991,0.450375,0,9.84
xor,10000000,0.01,read-only,0,1,1,16,0.0146037,0.456446,0,9.84
xor,10000000,0.01,read-only,0,1,2,8,0.0141991,0.470733,0,9.84
xor,10000000,0.01,read-only,0,1,2,12,0.0138521,0.453006,0,9.84
xor,10000000,0.01,read-only,0,1,2,16,0.0145953,0.442482,0,9.84
xor,10000000,0.01,read-only,0,1,4,8,0.0141471,0.440263,0,9.84
xor,10000000,0.01,read-only,0,1,4,12,0.0143602,0.442719,0,9.84
xor,10000000,0.01,read-only,0,1,4,16,0.0139294,0.433884,0,9.84
xor,10000000,0.01,read-only,0,1,8,8,0.0141374,0.439354,0,9.84
xor,10000000,0.01,read-only,0,1,8,12,0.0136931,0.437847,0,9.84
xor,10000000,0.01,read-only,0,1,8,16,0.0138466,0.434691,0,9.84
xor,10000000,0.01,read-only,0.5,1,1,8,0.0136797,0.458864,0.001949,9.84
xor,10000000,0.01,read-only,0.5,1,1,12,0.0143176,0.476588,0.001949,9.84
xor,10000000,0.01,read-only,0.5,1,1,16,0.0145503,0.478703,0.001949,9.84
xor,10000000,0.01,read-only,0.5,1,2,8,0.0134971,0.477095,0.001949,9.84
xor,10000000,0.01,read-only,0.5,1,2,12,0.0141782,0.475745,0.001949,9.84
xor,10000000,0.01,read-only,0.5,1,2,16,0.0137012,0.474126,0.001949,9.84
xor,10000000,0.01,read-only,0.5,1,4,8,0.0137273,0.467113,0.001949,9.84
xor,10000000,0.01,read-only,0.5,1,4,12,0.0139838,0.466945,0.001949,9.84
xor,10000000,0.01,read-only,0.5,1,4,16,0.0133227,0.463915,0.001949,9.84
xor,10000000,0.01,read-only,0.5,1,8,8,0.0145937,0.459645,0.001949,9.84
xor,10000000,0.01,read-only,0.5,1,8,12,0.0141797,0.470053,0.001949,9.84
xor,10000000,0.01,read-only,0.5,1,8,16,0.0139851,0.473413,0.001949,9.84
xor,10000000,0.01,read-only,0.9,1,1,8,0.0182833,0.463187,0.0035082,9.84
xor,10000000,0.01,read-only,0.9,1,1,12,0.0144919,0.543832,0.0035082,9.84
xor,10000000,0.01,read-only,0.9,1,1,16,0.014012,0.469711,0.0035082,9.84
xor,10000000,0.01,read-only,0.9,1,2,8,0.015221,0.479825,0.0035082,9.84
xor,10000000,0.01,read-only,0.9,1,2,12,0.0134257,0.462326,0.0035082,9.84
xor,10000000,0.01,read-only,0.9,1,2,16,0.0148204,0.452585,0.0035082,9.84
xor,10000000,0.01,read-only,0.9,1,4,8,0.0148544,0.451039,0.0035082,9.84
xor,10000000,0.01,read-only,0.9,1,4,12,0.0136276,0.471582,0.0035082,9.84
xor,10000000,0.01,read-only,0.9,1,4,16,0.0134775,0.467665,0.0035082,9.84
xor,10000000,0.01,read-only,0.9,1,8,8,0.0133457,0.47596,0.0035082,9.84
xor,10000000,0.01,read-only,0.9,1,8,12,0.0139973,0.468227,0.0035082,9.84
xor,10000000,0.01,read-only,0.9,1,8,16,0.0145373,0.473429,0.0035082,9.84
cuckoo,10000000,0.01,read-only,0,1,1,8,0.551506,0.541489,0,16
cuckoo,10000000,0.01,read-only,0,1,1,12,0.537824,0.5328,0,16
cuckoo,10000000,0.01,read-only,0,1,1,16,0.543538,0.53732,0,16
cuckoo,10000000,0.01,read-only,0,1,2,8,0.550766,0.542488,0,16
cuckoo,10000000,0.01,read-only,0,1,2,12,0.56819,0.536413,0,16
cuckoo,10000000,0.01,read-only,0,1,2,16,0.548083,0.533871,0,16
cuckoo,10000000,0.01,read-only,0,1,4,8,0.542357,0.534477,0,16
cuckoo,10000000,0.01,read-only,0,1,4,12,0.616741,0.567587,0,16
cuckoo,10000000,0.01,read-only,0,1,4,16,0.546386,0.541949,0,16
cuckoo,10000000,0.01,read-only,0,1,8,8,0.550831,0.533574,0,16
cuckoo,10000000,0.01,read-only,0,1,8,12,0.547054,0.535553,0,16
cuckoo,10000000,0.01,read-only,0,1,8,16,0.54565,0.544802,0,16
cuckoo,10000000,0.01,read-only,0.5,1,1,8,0.550065,0.530527,0.0097392,16
cuckoo,10000000,0.01,read-only,0.5,1,1,12,0.554329,0.552973,0.0097362,16
cuckoo,10000000,0.01,read-only,0.5,1,1,16,0.544824,0.526011,0.0097393,16
cuckoo,10000000,0.01,read-only,0.5,1,2,8,0.541409,0.534364,0.0097374,16
cuckoo,10000000,0.01,read-only,0.5,1,2,12,0.548926,0.538212,0.0097388,16
cuckoo,10000000,0.01,read-only,0.5,1,2,16,0.553716,0.537991,0.0097396,16
cuckoo,10000000,0.01,read-only,0.5,1,4,8,0.553439,0.542331,0.0097397,16
cuckoo,10000000,0.01,read-only,0.5,1,4,12,0.544355,0.533662,0.0097372,16
cuckoo,10000000,0.01,read-only,0.5,1,4,16,0.540475,0.533985,0.0097368,16
cuckoo,10000000,0.01,read-only,0.5,1,8,8,0.55659,0.53517,0.0097408,16
cuckoo,10000000,0.01,read-only,0.5,1,8,12,0.554154,0.561774,0.0097393,16
cuckoo,10000000,0.01,read-only,0.5,1,8,16,0.546437,0.527016,0.0097386,16
cuckoo,10000000,0.01,read-only,0.9,1,1,8,0.542027,0.506292,0.0174628,16
cuckoo,10000000,0.01,read-only,0.9,1,1,12,0.549657,0.517998,0.017462,16
cuckoo,10000000,0.01,read-only,0.9,1,1,16,0.552467,0.510029,0.0174609,16
cuckoo,10000000,0.01,read-only,0.9,1,2,8,0.55726,0.540806,0.0174617,16
cuckoo,10000000,0.01,read-only,0.9,1,2,12,0.608523,0.50569,0.0174633,16
cuckoo,10000000,0.01,read-only,0.9,1,2,16,0.54561,0.526013,0.0174629,16
cuckoo,10000000,0.01,read-only,0.9,1,4,8,0.569019,0.51652,0.0174617,16
cuckoo,10000000,0.01,read-only,0.9,1,4,12,0.536089,0.504506,0.0174599,16
cuckoo,10000000,0.01,read-only,0.9,1,4,16,0.549838,0.496068,0.0174625,16
cuckoo,10000000,0.01,read-only,0.9,1,8,8,0.528563,0.502827,0.0174619,16
cuckoo,10000000,0.01,read-only,0.9,1,8,12,0.556196,0.534099,0.0174654,16
cuckoo,10000000,0.01,read-only,0.9,1,8,16,0.552765,0.508132,0.0174631,16
cuckoo,10000000,0.01,read-mostly,0,1,1,8,0.546477,0.570226,0,16
cuckoo,10000000,0.01,read-mostly,0,1,1,12,0.545998,0.568214,0,16
cuckoo,10000000,0.01,read-mostly,0,1,1,16,0.548204,0.567674,0,16
cuckoo,10000000,0.01,read-mostly,0,1,2,8,0.537877,0.563705,0,16
cuckoo,10000000,0.01,read-mostly,0,1,2,12,0.539826,0.567359,0,16
cuckoo,10000000,0.01,read-mostly,0,1,2,16,0.576484,0.564951,0,16
cuckoo,10000000,0.01,read-mostly,0,1,4,8,0.54986,0.565021,0,16
cuckoo,10000000,0.01,read-mostly,0,1,4,12,0.546535,0.555044,0,16
cuckoo,10000000,0.01,read-mostly,0,1,4,16,0.539912,0.555614,0,16
cuckoo,10000000,0.01,read-mostly,0,1,8,8,0.54367,0.563629,0,16
cuckoo,10000000,0.01,read-mostly,0,1,8,12,0.539501,0.556237,0,16
cuckoo,10000000,0.01,read-mostly,0,1,8,16,0.546154,0.567302,0,16
cuckoo,10000000,0.01,read-mostly,0.5,1,1,8,0.544448,0.615258,0.00963453,16
cuckoo,10000000,0.01,read-mostly,0.5,1,1,12,0.685879,0.594186,0.00963474,16
cuckoo,10000000,0.01,read-mostly,0.5,1,1,16,0.575383,0.560797,0.00963337,16
cuckoo,10000000,0.01,read-mostly,0.5,1,2,8,0.539479,0.558557,0.00963168,16
cuckoo,10000000,0.01,read-mostly,0.5,1,2,12,0.54386,0.557589,0.00963137,16
cuckoo,10000000,0.01,read-mostly,0.5,1,2,16,0.547582,0.564379,0.00963,16
cuckoo,10000000,0.01,read-mostly,0.5,1,4,8,0.547983,0.56056,0.00963326,16
cuckoo,10000000,0.01,read-mostly,0.5,1,4,12,0.537923,0.555595,0.00963158,16
cuckoo,10000000,0.01,read-mostly,0.5,1,4,16,0.551516,0.563776,0.00963126,16
cuckoo,10000000,0.01,read-mostly,0.5,1,8,8,0.548094,0.566649,0.00963179,16
cuckoo,10000000,0.01,read-mostly,0.5,1,8,12,0.544208,0.562422,0.00963021,16
cuckoo,10000000,0.01,read-mostly,0.5,1,8,16,0.559669,0.558769,0.00963063,16
cuckoo,10000000,0.01,read-mostly,0.9,1,1,8,0.564185,0.669592,0.0173586,16
cuckoo,10000000,0.01,read-mostly,0.9,1,1,12,0.554706,0.538152,0.0173633,16
cuckoo,10000000,0.01,read-mostly,0.9,1,1,16,0.552034,0.546795,0.0173623,16
cuckoo,10000000,0.01,read-mostly,0.9,1,2,8,0.551058,0.540643,0.01736,16
cuckoo,10000000,0.01,read-mostly,0.9,1,2,12,0.538199,0.538049,0.0173623,16
cuckoo,10000000,0.01,read-mostly,0.9,1,2,16,0.571474,0.541371,0.0173588,16
cuckoo,10000000,0.01,read-mostly,0.9,1,4,8,0.549538,0.545095,0.0173607,16
cuckoo,10000000,0.01,read-mostly,0.9,1,4,12,0.551837,0.53797,0.0173592,16
cuckoo,10000000,0.01,read-mostly,0.9,1,4,16,0.559858,0.538179,0.0173633,16
cuckoo,10000000,0.01,read-mostly,0.9,1,8,8,0.542649,0.550139,0.0173594,16
cuckoo,10000000,0.01,read-mostly,0.9,1,8,12,0.554494,0.540206,0.0173629,16
cuckoo,10000000,0.01,read-mostly,0.9,1,8,16,0.556649,0.543093,0.0173631,16
cuckoo,10000000,0.01,balanced,0,1,1,8,0.544769,0.822837,0,16
cuckoo,10000000,0.01,balanced,0,1,1,12,0.54423,0.835997,0,16
cuckoo,10000000,0.01,balanced,0,1,1,16,0.54704,0.842651,0,16
cuckoo,10000000,0.01,balanced,0,1,2,8,0.666195,0.84552,0,16
cuckoo,10000000,0.01,balanced,0,1,2,12,0.572229,0.836178,0,16
cuckoo,10000000,0.01,balanced,0,1,2,16,0.550494,0.830753,0,16
